Neurona,Fase,Frecuencia,romega,Amplitud
0,2.7543208902076426,0.003926990816987242,1.25,0.9248611178498605
1,3.412914887335486,0.0007853981633974483,0.25,1.702178787346678
2,5.701957435736813,0.0007853981633974483,0.25,2.031720013624564
3,5.736777710255783,0.003926990816987242,1.25,2.139225991281791
4,2.448270355937216,0.003926990816987242,1.25,1.8066602613474725
5,5.165632375450945,0.0007853981633974483,0.25,1.2847109138188753
6,1.2064820892848798,0.003926990816987242,1.25,3.4877311199402947
7,1.3754704636184754,0.0007853981633974483,0.25,3.7448958517070703
8,4.5300644667072065,0.003926990816987242,1.25,0.6670072318455751
9,2.108344874023448,0.0007853981633974483,0.25,2.9926709187604215
10,3.267203921561792,0.0007853981633974483,0.25,3.6077544593234654
11,2.4447202114017874,0.0007853981633974483,0.25,3.0180849520586777
12,5.152100107565992,0.003926990816987242,1.25,0.837148663260638
13,5.33358662056382,0.003926990816987242,1.25,1.7841908562751878
14,1.9784995434045423,0.003926990816987242,1.25,3.086954194267035
15,3.864303152096077,0.003926990816987242,1.25,1.8726481967774382
16,1.1969272086664715,0.0007853981633974483,0.25,2.2652718289939773
17,3.14165038411095,0.0007853981633974483,0.25,3.869457196631305
18,3.197938526556563,0.0007853981633974483,0.25,3.554884395146643
19,0.6521249462708143,0.003926990816987242,1.25,1.9658091152533546
20,0.27115788890159687,0.003926990816987242,1.25,0.03180920971024559
21,4.663263658668414,0.003926990816987242,1.25,1.6421754086083227
22,3.809771181878295,0.003926990816987242,1.25,0.16688032295948618
23,3.3866363868044287,0.003926990816987242,1.25,1.9331381929843627
24,5.051233581517267,0.0007853981633974483,0.25,3.081009490412007
25,5.215649902175443,0.003926990816987242,1.25,1.9184552895280236
26,4.898474406893436,0.0007853981633974483,0.25,0.2673405911797886
27,2.2423837085502285,0.0007853981633974483,0.25,0.8099297096993534
28,3.754747064890359,0.003926990816987242,1.25,0.9019508917115706
29,1.381164558008027,0.0007853981633974483,0.25,1.0101418785503982
30,4.37041426494799,0.0007853981633974483,0.25,2.6218868952796606
31,5.688737914370954,0.0007853981633974483,0.25,3.3731441095990933
32,2.480618909352179,0.0007853981633974483,0.25,3.8544167926986974
33,4.912619399461727,0.003926990816987242,1.25,0.16290791490867162
34,0.2733688441462063,0.0007853981633974483,0.25,2.390205489072407
35,4.869550893182525,0.003926990816987242,1.25,1.1773868320367993
36,2.768433563753151,0.003926990816987242,1.25,0.5308365712674132
37,4.000024022323119,0.003926990816987242,1.25,3.1830049119422026
38,1.6667863785401826,0.003926990816987242,1.25,0.11179554731012065
39,3.4256034660305503,0.0007853981633974483,0.25,0.5451753456970367
40,6.230557205906226,0.0007853981633974483,0.25,2.76086099774721
41,5.515607525149746,0.003926990816987242,1.25,2.249918549495932
42,4.882232437623901,0.003926990816987242,1.25,2.603214184395812
43,4.286212978812017,0.0007853981633974483,0.25,1.1724191344516677
44,1.9308664746854112,0.003926990816987242,1.25,3.4344925595384503
45,0.49533195472337527,0.003926990816987242,1.25,3.3236118453671835
46,3.0415391488978862,0.0007853981633974483,0.25,3.8113994850807664
47,3.355589154028483,0.0007853981633974483,0.25,0.720748970245578
48,6.100724180571364,0.0007853981633974483,0.25,3.7230303110638205
49,5.52641317170859,0.003926990816987242,1.25,2.453664937661752
50,6.157365789550513,0.0007853981633974483,0.25,2.003416182150771
