Neurona,Fase,Frecuencia,romega,Amplitud
0,3.408732984538148,0.0031415926535897933,1.0,1.1558093631666995
1,3.23547797683284,0.0031415926535897933,1.0,3.900865588324063
2,1.6016485170070374,0.015707963267948967,5.0,2.4090779182018505
3,1.82234625515485,0.015707963267948967,5.0,1.2927502091536338
4,1.0315089870497713,0.0031415926535897933,1.0,1.4039601893450575
5,0.2882440833571608,0.015707963267948967,5.0,2.5240932821941993
6,4.627251669359765,0.015707963267948967,5.0,2.4085999388784236
7,5.178117606378701,0.0031415926535897933,1.0,3.126252638411797
8,0.2487132429042744,0.015707963267948967,5.0,0.7286433325194719
9,3.291751844554783,0.0031415926535897933,1.0,2.894832941571366
10,4.5011877337981225,0.015707963267948967,5.0,2.971643173156226
11,4.17346129728879,0.015707963267948967,5.0,0.7247758550872527
12,1.694168497535514,0.015707963267948967,5.0,2.0835137272465816
13,1.8882174511955563,0.015707963267948967,5.0,1.0321508588992123
14,1.4151093077044532,0.015707963267948967,5.0,0.8704016355740625
15,5.297153147652907,0.0031415926535897933,1.0,3.8472084500869466
16,3.333565551103465,0.015707963267948967,5.0,0.7157405536759995
17,5.805306525180848,0.0031415926535897933,1.0,1.0549633948036332
18,0.15832703638559173,0.015707963267948967,5.0,1.5452346563912047
19,4.510268032121509,0.0031415926535897933,1.0,2.088190049895078
20,6.236257543421134,0.0031415926535897933,1.0,0.29283032288769384
21,4.0494980122939035,0.0031415926535897933,1.0,2.9316684486974096
22,4.152470166478403,0.015707963267948967,5.0,3.3306727148199275
23,3.6682880590204827,0.015707963267948967,5.0,1.0849898853985898
24,5.501522204325323,0.015707963267948967,5.0,3.9643694118638444
25,2.546585486161881,0.015707963267948967,5.0,0.6940743563753649
26,3.9942895340683706,0.0031415926535897933,1.0,1.330762052016492
27,4.2321776402712405,0.015707963267948967,5.0,1.2721621073479503
28,1.057722542249456,0.0031415926535897933,1.0,3.035193742107138
29,1.5863573761534153,0.0031415926535897933,1.0,0.02504790005047086
30,4.533834037192427,0.015707963267948967,5.0,2.789965812171109
31,1.3200846081924862,0.015707963267948967,5.0,1.4339995365320175
32,0.9688651618440989,0.015707963267948967,5.0,1.191064088470286
33,1.2284073474497614,0.0031415926535897933,1.0,0.9164706793738753
34,1.332547401675842,0.0031415926535897933,1.0,0.280363532824373
35,1.0423606006013737,0.015707963267948967,5.0,2.7211291204578285
36,3.8418060253836845,0.0031415926535897933,1.0,0.5790845795113877
37,0.7038305198096718,0.015707963267948967,5.0,2.8222987556604924
38,3.6245958624743606,0.0031415926535897933,1.0,1.2407285650553548
39,0.9721500794082247,0.0031415926535897933,1.0,2.718472082923697
40,4.288844349459635,0.015707963267948967,5.0,2.7074155912435782
41,1.3740192245658276,0.015707963267948967,5.0,1.6478405436411574
42,1.7967875510944955,0.015707963267948967,5.0,0.22514259547972415
