Neurona,Fase,Frecuencia,romega,Amplitud
0,5.551795344571904,0.015707963267948967,5.0,1.656486545674837
1,1.0011912177110982,0.015707963267948967,5.0,3.72158551852431
2,3.2363075996308286,0.0031415926535897933,1.0,0.9153141725078862
3,4.189924354462262,0.0031415926535897933,1.0,3.3223728624616236
4,5.108535465050829,0.015707963267948967,5.0,2.7967264890661863
5,4.465110949707485,0.015707963267948967,5.0,3.4988339855720034
6,4.753960701005986,0.0031415926535897933,1.0,0.40396061637965497
7,1.198816616423284,0.0031415926535897933,1.0,0.6169138079367431
8,1.3543955604174855,0.0031415926535897933,1.0,0.23200928655569442
9,2.1532025208589967,0.015707963267948967,5.0,3.981642035362405
10,0.41309785054828474,0.015707963267948967,5.0,3.804604135320543
11,5.409741814331559,0.015707963267948967,5.0,1.6846273422687976
12,4.592014533628303,0.015707963267948967,5.0,0.8781090712077737
13,1.769150216269716,0.015707963267948967,5.0,0.7998872620602246
14,6.153130565032797,0.015707963267948967,5.0,1.6884026947861992
15,4.559918661348235,0.0031415926535897933,1.0,1.218157436270138
16,4.880817314862418,0.0031415926535897933,1.0,1.2124423454028865
17,1.3675036304120392,0.0031415926535897933,1.0,1.484952264363392
18,4.525294140106428,0.015707963267948967,5.0,2.530252442402833
19,1.8636979202322446,0.015707963267948967,5.0,0.7421115636470486
20,6.0618004616232986,0.015707963267948967,5.0,0.6819418085788453
21,3.7924376186032576,0.0031415926535897933,1.0,1.894238224897041
22,0.9483231238536981,0.0031415926535897933,1.0,3.7486588119141873
23,5.268339423031657,0.0031415926535897933,1.0,3.949249600937604
24,4.667818393182409,0.0031415926535897933,1.0,2.618184099808642
25,5.254073068697859,0.0031415926535897933,1.0,3.109602007517871
26,4.7915261257442765,0.0031415926535897933,1.0,3.967012493360012
27,0.2573306558498085,0.0031415926535897933,1.0,3.9185802980611406
28,1.00763929861386,0.0031415926535897933,1.0,1.7310077984476022
29,0.12732612211577085,0.0031415926535897933,1.0,0.31157488107930575
30,3.5241294392838287,0.015707963267948967,5.0,2.415355123722533
31,3.2780990536022467,0.015707963267948967,5.0,3.64407655396253
32,2.549994125594453,0.015707963267948967,5.0,1.835515533263206
33,4.088849493377868,0.0031415926535897933,1.0,1.9929091590470036
34,4.995976709890478,0.015707963267948967,5.0,0.4585956472992545
35,4.769319055050141,0.015707963267948967,5.0,3.2240454418284097
36,5.80756119401992,0.0031415926535897933,1.0,0.5841302274072873
37,0.20964754586065987,0.015707963267948967,5.0,3.6540218258490826
38,1.4340811227081223,0.015707963267948967,5.0,3.195211503924833
39,5.075284517740439,0.015707963267948967,5.0,0.5807882118060399
40,0.2665563330149695,0.015707963267948967,5.0,0.0902405374086217
41,2.6060344996992,0.015707963267948967,5.0,2.6146055577532694
42,5.429482044375126,0.015707963267948967,5.0,0.06410208333285983
43,1.7003179931666816,0.0031415926535897933,1.0,1.2708800982050454
44,1.056409291484067,0.015707963267948967,5.0,3.543501472712979
45,2.9007532873166566,0.0031415926535897933,1.0,2.7711677661493535
46,2.6882921472949985,0.015707963267948967,5.0,0.8113923420359566
47,1.716043887445018,0.0031415926535897933,1.0,0.07538036996150499
48,1.6749561405346716,0.015707963267948967,5.0,1.7955067490825218
49,6.07847259327847,0.015707963267948967,5.0,2.7955635055673613
50,4.8557310651191665,0.0031415926535897933,1.0,1.7522604425117279
51,0.6965411122671147,0.015707963267948967,5.0,2.0728723523374897
52,5.964751939731885,0.015707963267948967,5.0,0.16807952484592592
53,4.383065881450122,0.0031415926535897933,1.0,3.7986775800097448
54,0.3064829245315331,0.015707963267948967,5.0,3.679062541661624
55,0.6470100519189385,0.0031415926535897933,1.0,2.7862771441890484
56,1.1369584701258808,0.015707963267948967,5.0,1.943443458967129
57,3.88461822858689,0.015707963267948967,5.0,0.493621163529105
58,4.050673967646438,0.0031415926535897933,1.0,0.7666425077663845
59,3.6151091652329046,0.015707963267948967,5.0,3.1574412687722764
60,5.374882650822268,0.015707963267948967,5.0,2.206075261956986
61,0.4915726723090973,0.015707963267948967,5.0,1.628713473115452
62,0.9740733640902675,0.015707963267948967,5.0,2.8915551386701104
63,0.913853408122357,0.015707963267948967,5.0,3.309414529359892
64,2.2991362720636883,0.015707963267948967,5.0,3.3830060132513613
65,6.184819881110047,0.0031415926535897933,1.0,0.7085365798671681
66,0.38386763263538143,0.0031415926535897933,1.0,2.5583710240393196
67,4.276057981207794,0.0031415926535897933,1.0,1.7202394026462144
68,5.4727839404274405,0.015707963267948967,5.0,1.664298540135328
69,3.2429773989168704,0.015707963267948967,5.0,1.636570760617464
70,1.6984574628120912,0.0031415926535897933,1.0,1.8490502104066482
71,2.4301225166062963,0.015707963267948967,5.0,3.279976758171767
72,2.070326435782981,0.015707963267948967,5.0,2.525251556729431
73,2.801619854405907,0.015707963267948967,5.0,1.8448398562509878
74,0.9973036858973177,0.0031415926535897933,1.0,1.8229935997722535
75,5.040306141869769,0.0031415926535897933,1.0,3.028740255084729
76,5.13719371672314,0.015707963267948967,5.0,0.5077776530628713
77,2.1555597589058464,0.0031415926535897933,1.0,3.753802734827919
78,2.8688032938923294,0.015707963267948967,5.0,0.3353271182529989
79,1.221309858834689,0.015707963267948967,5.0,0.37664212319634327
80,0.8537845158288373,0.015707963267948967,5.0,0.16259188871563035
81,4.282683586403747,0.0031415926535897933,1.0,1.4992356440456929
82,1.9219439124956377,0.015707963267948967,5.0,3.853442963591149
83,4.421286841033694,0.015707963267948967,5.0,0.7330082138826017
84,1.3852180249641326,0.015707963267948967,5.0,2.4084503168727434
85,2.8373481100744455,0.0031415926535897933,1.0,2.8193123930325474
86,3.966848444774269,0.0031415926535897933,1.0,0.03618524905069842
87,2.8044637672087194,0.015707963267948967,5.0,3.420969574921191
88,2.8320298754385944,0.015707963267948967,5.0,3.9266392964681365
89,2.961165431451391,0.0031415926535897933,1.0,0.06550937737897122
90,3.361050474663829,0.015707963267948967,5.0,2.920391759638334
91,2.284895190937248,0.015707963267948967,5.0,1.2639661378428642
92,0.7306052775067018,0.0031415926535897933,1.0,2.8153783401273698
93,5.235090860360769,0.015707963267948967,5.0,1.7807957022389411
94,3.9212078954110305,0.0031415926535897933,1.0,2.752778874442662
95,6.205348240426962,0.015707963267948967,5.0,3.4666502773989305
96,5.89150216378434,0.0031415926535897933,1.0,1.314117127045244
97,3.4238406567980193,0.0031415926535897933,1.0,2.8349408372834697
98,2.9831988734553776,0.015707963267948967,5.0,2.18323127797772
99,3.9843688638006776,0.0031415926535897933,1.0,0.3419021944540592
100,5.049621382301915,0.015707963267948967,5.0,0.30738119455969626
101,4.5456697415389025,0.015707963267948967,5.0,0.45355885688655384
102,5.727818592362385,0.0031415926535897933,1.0,1.7901039643982326
103,0.2641252730514503,0.0031415926535897933,1.0,3.3895237864327092
104,2.8360146968588347,0.015707963267948967,5.0,1.5105754293417735
105,0.6515642842984799,0.0031415926535897933,1.0,0.8853437735317664
106,4.24283274601235,0.0031415926535897933,1.0,2.727512332887103
107,0.7950779542951384,0.0031415926535897933,1.0,1.9036512251245115
108,0.08937326136307455,0.015707963267948967,5.0,3.4153641081771373
109,4.662027873605946,0.015707963267948967,5.0,2.939600557266122
